# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אודנו	ידה	oshb,verb
אודת	אודות	oshb,noun
אוהב	אהב	oshb,verb
אוחיל	יחל	oshb,verb
אוחילה	יחל	oshb,verb
אויב	איב	oshb,verb
אויבי	איב	oshb,noun
אויביהם	איב	oshb,noun
אויביו	איב	oshb,noun
אויביך	איב	oshb,noun
אויבים	איב	oshb,verb
אויבינו	איב	oshb,noun
אויבך	איב	oshb,noun
אויבנו	איב	oshb,noun
אוילים	אויל	oshb,adj
אויתיך	אוה	oshb,verb
אוכיח	יכח	oshb,verb
אוכיחך	יכח	oshb,verb
אוכיל	אכל	oshb,verb
אוכל	אכל	oshb,verb
אוכל	יכל	oshb,verb
אוכלה	אכל	oshb,verb
אוכליה	אכל	oshb,verb
אולד	ילד	oshb,verb
אולי	אול	oshb,noun
אוליד	ילד	oshb,verb
אוליך	ילך	oshb,verb
אוליכם	ילך	oshb,verb
אולים	אויל	oshb,adj
אולם	אול	oshb,noun
אולתו	אולת	oshb,noun
אולתי	אולת	oshb,noun
אומר	אמר	oshb,verb
אומרה	אמר	oshb,verb
אונו	און	oshb,noun
אוני	און	oshb,noun
אוני	בןאוני	oshb,name
אוניות	אניה	oshb,noun
אונים	און	oshb,noun
אונך	און	oshb,noun
אונם	און	oshb,noun
אוסיף	יסף	oshb,verb
אוסף	יסף	oshb,verb
אועד	יעד	oshb,verb
אופירה	אופיר	oshb,name
אופני	אופן	oshb,noun
אופניהם	אופן	oshb,noun
אופנים	אופן	oshb,noun
אופר	אופיר	oshb,name
אוציא	יצא	oshb,verb
אוציאה	יצא	oshb,verb
אוצרו	אוצר	oshb,noun
אוצרות	אוצר	oshb,noun
אוצרותיך	אוצר	oshb,noun
אוצרת	אוצר	oshb,noun
אוצרתיה	אוצר	oshb,noun
אוצרתם	אוצר	oshb,noun
אוקיר	יקר	oshb,verb
אורה	ירה	oshb,verb
אורהו	אור	oshb,noun
אורו	אור	oshb,noun
אורו	ארר	oshb,verb
אורי	אור	oshb,noun
אורידך	ירד	oshb,verb
אורידם	ירד	oshb,verb
אוריהו	אוריה	oshb,name
